Date,Product Code,Number of Edges(Plant),Number of Edges(Storage),Number of Nodes,Production,Delivery to Distributer,Factory Issue,Sales Order
23/02/2023 0:00,SE500G24P,50,154,204,2000,1364.0,2075.0,2488.0
25/02/2023 0:00,MASR025K,14,28,24,200,196.0,170.0,354.0
26/02/2023 0:00,SOS003L04P,91,146,375,1153,472.0,1104.0,1577.0
26/02/2023 0:00,SOS002L09P,126,195,896,4385,3440.441002,6510.0,9543.0
26/02/2023 0:00,SOS500M24P,119,184,568,3002,1430.0,3572.0,5427.0
26/02/2023 0:00,POV001L24P,92,153,222,2000,773.0,1140.0,2580.0
26/02/2023 0:00,POP001L12P,99,160,193,1500,808.0,713.0,2341.0
26/02/2023 0:00,ATN02K12P,31,93,125,645,495.6666667,142.0,719.0833333
26/02/2023 0:00,ATN01K24P,75,219,716,4000,2048.899167,1640.0,4608.833333
26/02/2023 0:00,MAR01K24P,51,148,309,500,532.0,103.0,1160.0
27/02/2023 0:00,POV001L24P,92,153,222,1028,2031.0,1885.734,1312.0
27/02/2023 0:00,AT5X5K,43,121,168,500,782.0,820.0,858.0
27/02/2023 0:00,ATN01K24P,75,219,716,3000,3934.980667,3646.0,5739.541667
27/02/2023 0:00,MAR01K24P,51,148,309,500,661.0,270.0,822.0
28/02/2023 0:00,ATN02K12P,31,93,125,900,464.5826667,428.0,1331.916
01/03/2023 0:00,SOS005L04P,153,226,957,10000,5559.0,10785.3,17085.75
01/03/2023 0:00,SOS002L09P,126,195,896,4000,3409.0,8729.615,11952.65797
01/03/2023 0:00,SOS001L12P,142,213,861,10000,5768.829982,14269.383,14023.0
01/03/2023 0:00,SOS500M24P,119,184,568,3197,2080.659964,3999.77,7512.0
01/03/2023 0:00,SOS250M48P,49,88,50,3,169.0,138.959,226.0
01/03/2023 0:00,POV002L09P,61,103,153,500,338.0,450.673,1757.0
01/03/2023 0:00,POV001L24P,92,153,222,1500,1103.0,910.0,2787.0
01/03/2023 0:00,POV500M24P,74,122,152,805,444.0,400.0,2255.0
01/03/2023 0:00,POP001L12P,99,160,193,1207,301.0,530.0,2740.0
01/03/2023 0:00,POP002L09P,53,88,84,200,115.0029915,148.0,397.0
01/03/2023 0:00,POP500M24P,83,142,114,204,90.0,90.0,674.0
01/03/2023 0:00,ATN01K24P,75,219,716,2000,2909.0,6632.166,3664.001667
01/03/2023 0:00,MAR01K24P,51,148,309,215,783.0,1341.0,1021.0
02/03/2023 0:00,SOS002L09P,126,195,896,3000,4855.109964,7235.0,8539.332971
02/03/2023 0:00,POV005L04P,38,66,64,300,166.0,131.0,782.0
02/03/2023 0:00,POV002L09P,61,103,153,503,545.0,403.0,1105.0
02/03/2023 0:00,POV001L24P,92,153,222,1602,1242.0,1911.0,3287.0
02/03/2023 0:00,POV500M24P,74,122,152,1000,1179.0,1589.0,1438.0
02/03/2023 0:00,POP005L04P,37,64,42,200,32.0,88.0,207.0
02/03/2023 0:00,POP002L09P,53,88,84,203,112.0,133.0,429.0
02/03/2023 0:00,POP500M24P,83,142,114,203,160.0,521.0,618.0
02/03/2023 0:00,POPF01L12P,23,36,36,320,61.0,200.0,663.0
02/03/2023 0:00,ATN01K24P,75,219,716,2000,3759.793,3335.0,3826.0
02/03/2023 0:00,MAR01K24P,51,148,309,1285,898.0,350.0,1847.0
02/03/2023 0:00,SE500G24P,50,154,204,590,1513.42,350.0,1939.0
04/03/2023 0:00,MASR025K,14,28,24,15,130.0,60.0,360.0
04/03/2023 0:00,SE500G24P,50,154,204,11,2087.0,1050.0,190.0
05/03/2023 0:00,SOS005L04P,153,226,957,6004,10140.0,8431.0,20491.5
05/03/2023 0:00,SOS002L09P,126,195,896,4190,6768.11099,3291.0,11536.88798
05/03/2023 0:00,SOS001L12P,142,213,861,11571,10103.16603,10644.0,19065.0
05/03/2023 0:00,SOS500M24P,119,184,568,3000,2788.0,3342.0,7872.0
05/03/2023 0:00,POV001L24P,92,153,222,2000,1270.0,1358.0,3326.0
05/03/2023 0:00,POV500M24P,74,122,152,1510,606.0,816.0,2330.0
05/03/2023 0:00,POP001L12P,99,160,193,823,2534.0,2314.0,1180.0
05/03/2023 0:00,POP005L04P,37,64,42,100,26.0,165.0,188.0
05/03/2023 0:00,MAHS025K,6,19,10,15,0.0,30.0,25.0
05/03/2023 0:00,SE500G24P,50,154,204,1100,1084.0,1100.0,2760.0
05/03/2023 0:00,SE200G24P,17,37,29,1,114.0,52.0,201.0
06/03/2023 0:00,SOS008L02P,52,92,78,1000,869.0,1235.0,1228.0
06/03/2023 0:00,SOS005L04P,153,226,957,13085,15952.5,14899.0,19242.5
06/03/2023 0:00,SOS002L09P,126,195,896,3016,7729.998007,3995.0,10460.11002
06/03/2023 0:00,SOS001L12P,142,213,861,9737,11883.32998,12590.0,17717.32998
06/03/2023 0:00,POV002L09P,61,103,153,701,510.0,610.0,1487.0
06/03/2023 0:00,POV001L24P,92,153,222,1007,1496.0,1375.0,3238.0
06/03/2023 0:00,POP002L09P,53,88,84,301,116.0,156.0,327.0
06/03/2023 0:00,MAR01K24P,51,148,309,500,917.0,1260.0,1392.0
06/03/2023 0:00,SE500G24P,50,154,204,1000,2119.0,1238.0,1317.0
07/03/2023 0:00,SOS005L04P,153,226,957,12753,13671.0,14489.0,21303.0
07/03/2023 0:00,SOS002L09P,126,195,896,3234,7816.0,3988.0,10081.77802
07/03/2023 0:00,SOS001L12P,142,213,861,13994,13982.25,15485.0,17483.0
07/03/2023 0:00,SOS500M24P,119,184,568,5001,4544.0,4940.0,5518.0
07/03/2023 0:00,POV002L09P,61,103,153,705,428.0,300.0,815.0
07/03/2023 0:00,POV001L24P,92,153,222,1000,2308.0,2305.0,2506.0
07/03/2023 0:00,POV500M24P,74,122,152,1710,1704.0,1140.0,1790.0
07/03/2023 0:00,POP005L04P,37,64,42,105,57.0,217.0,182.0
07/03/2023 0:00,POP002L09P,53,88,84,224,91.0,92.0,391.0
07/03/2023 0:00,SE500G24P,50,154,204,1000,1174.0,215.0,1089.0
09/03/2023 0:00,SOS008L02P,52,92,78,2062,471.0,708.0,2777.0
09/03/2023 0:00,SOS005L04P,153,226,957,10280,15194.0,13126.0,28774.0
09/03/2023 0:00,SOS002L09P,126,195,896,5046,5626.0,4204.0,14697.33297
09/03/2023 0:00,SOS001L12P,142,213,861,10563,13115.0,11456.0,22738.16603
09/03/2023 0:00,SOS500M24P,119,184,568,3571,3511.0,4207.0,8655.0
09/03/2023 0:00,POV001L24P,92,153,222,685,1114.0,1310.0,5999.0
09/03/2023 0:00,POV500M24P,74,122,152,1000,451.0,865.0,2868.0
09/03/2023 0:00,POP001L12P,99,160,193,1323,0.0,0.0,4952.0
09/03/2023 0:00,POP002L09P,53,88,84,2,145.0,195.0,558.0
09/03/2023 0:00,POP500M24P,83,142,114,731,449.0,725.0,940.0
09/03/2023 0:00,AT5X5K,43,121,168,725,350.0,360.0,1276.0
09/03/2023 0:00,ATN02K12P,31,93,125,500,347.0,0.0,1158.0
09/03/2023 0:00,ATN01K24P,75,219,716,3000,1723.0,1000.0,3861.0
09/03/2023 0:00,MAR02K12P,8,22,42,406,202.0,0.0,560.0
09/03/2023 0:00,MAR01K24P,51,148,309,1200,519.0,410.0,1293.0
09/03/2023 0:00,SE500G24P,50,154,204,500,544.0,440.0,1094.0
09/03/2023 0:00,SE200G24P,17,37,29,2,147.0,40.0,100.0
12/03/2023 0:00,SOS005L04P,153,226,957,15000,11336.0,13222.0,25024.0
12/03/2023 0:00,SOS003L04P,91,146,375,2000,1552.0,1702.0,3784.0
12/03/2023 0:00,SOS001L12P,142,213,861,16262,9239.082971,8455.0,23724.83297
12/03/2023 0:00,SOS500M24P,119,184,568,4538,3222.0,3148.0,8504.0
12/03/2023 0:00,POV005L04P,38,66,64,1200,354.0,350.0,1345.0
12/03/2023 0:00,POV001L24P,92,153,222,2000,1553.0,1854.0,7043.0
12/03/2023 0:00,POV500M24P,74,122,152,1234,1018.0,986.0,4112.0
12/03/2023 0:00,POP001L12P,99,160,193,1463,840.0,830.0,2000.0
12/03/2023 0:00,POPF01L12P,23,36,36,352,122.0,150.0,671.0
12/03/2023 0:00,AT5X5K,43,121,168,500,438.0,152.0,690.0
12/03/2023 0:00,ATN02K12P,31,93,125,205,415.0,935.0,669.0
12/03/2023 0:00,ATN01K24P,75,219,716,1000,1530.667,1094.0,3098.0
12/03/2023 0:00,MAR01K24P,51,148,309,565,359.0,130.0,1087.0
12/03/2023 0:00,SE500G24P,50,154,204,520,216.0,300.0,1157.0
13/03/2023 0:00,SOS001L12P,142,213,861,10740,16336.24592,14997.0,15445.0
13/03/2023 0:00,SOS500M24P,119,184,568,2007,5305.0,3530.0,5258.0
13/03/2023 0:00,POV001L24P,92,153,222,2838,2191.0,1817.0,3820.0
13/03/2023 0:00,POV500M24P,74,122,152,1100,1002.0,655.0,2129.0
13/03/2023 0:00,ATN01K24P,75,219,716,1060,2035.167,1546.0,2082.0
14/03/2023 0:00,SOS005L04P,153,226,957,11613,18517.0,18719.0,16019.0
14/03/2023 0:00,SOS003L04P,91,146,375,3009,3076.5,2819.0,3172.0
14/03/2023 0:00,SOS500M24P,119,184,568,2509,5149.0,4094.0,4970.0
14/03/2023 0:00,ATN01K24P,75,219,716,2000,1587.0,1690.0,2081.0
14/03/2023 0:00,MAR01K24P,51,148,309,500,980.0,860.0,1031.0
14/03/2023 0:00,SE500G24P,50,154,204,32,532.5,537.0,692.0
15/03/2023 0:00,ATN02K12P,31,93,125,300,331.677,0.0,386.25
15/03/2023 0:00,MASR025K,14,28,24,100,98.0,73.0,107.0
16/03/2023 0:00,SOS005L04P,153,226,957,16000,18147.0,17192.0,16046.75
16/03/2023 0:00,SOS001L12P,142,213,861,13000,14697.66703,14961.0,18418.25598
16/03/2023 0:00,POV001L24P,92,153,222,2052,4700.0,5063.0,3218.0
16/03/2023 0:00,POV500M24P,74,122,152,852,2790.0,2988.0,1469.0
16/03/2023 0:00,POP005L04P,37,64,42,205,167.0,280.0,420.0
16/03/2023 0:00,POPF01L12P,23,36,36,138,410.0,430.0,510.0
16/03/2023 0:00,ATN01K24P,75,219,716,2000,1740.0,1835.0,2064.749
18/03/2023 0:00,ATN02K12P,31,93,125,57,342.25,150.0,239.0
18/03/2023 0:00,MAR01K24P,51,148,309,36,561.292,587.0,374.292
19/03/2023 0:00,SOS005L04P,153,226,957,15046,7632.75,8242.0,24302.0
19/03/2023 0:00,SOS003L04P,91,146,375,2035,1060.0,4065.0,3756.0
19/03/2023 0:00,SOS002L09P,126,195,896,14408,3908.889976,8200.0,20880.88998
19/03/2023 0:00,SOS001L12P,142,213,861,13655,4590.0,8501.0,23080.34004
19/03/2023 0:00,SOS500M24P,119,184,568,4007,1383.0,5280.0,8003.0
19/03/2023 0:00,POV001L24P,92,153,222,3000,2050.0,2718.0,5634.0
19/03/2023 0:00,POV500M24P,74,122,152,2001,963.0,1340.0,3023.0
19/03/2023 0:00,POP001L12P,99,160,193,2060,740.0,980.0,2092.0
19/03/2023 0:00,POP500M24P,83,142,114,504,133.0,270.0,553.0
19/03/2023 0:00,POPF01L12P,23,36,36,602,32.0,200.0,970.0
19/03/2023 0:00,ATN02K12P,31,93,125,3,158.0,20.0,213.0
19/03/2023 0:00,MASR025K,14,28,24,2,45.0,15.0,285.0
19/03/2023 0:00,SE500G24P,50,154,204,200,638.0,347.0,666.0
20/03/2023 0:00,SOS005L04P,153,226,957,10189,14513.25,12679.0,14808.0
20/03/2023 0:00,SOS002L09P,126,195,896,13232,12687.33001,12991.0,13414.0
20/03/2023 0:00,SOS001L12P,142,213,861,10182,14743.67002,13067.0,14641.999
20/03/2023 0:00,SOS500M24P,119,184,568,2010,4287.0,3452.0,4110.0
20/03/2023 0:00,POV005L04P,38,66,64,700,536.0,381.0,972.0
20/03/2023 0:00,POP001L12P,99,160,193,2000,765.0,1490.0,2575.0
20/03/2023 0:00,POP005L04P,37,64,42,300,155.0,88.0,402.0
20/03/2023 0:00,POPF01L12P,23,36,36,403,116.0,170.0,630.0
20/03/2023 0:00,ATN02K12P,31,93,125,435,424.0,250.0,1161.0
20/03/2023 0:00,MAR02K12P,8,22,42,100,50.0,0.0,421.0
20/03/2023 0:00,MAR01K24P,51,148,309,925,359.0,0.0,998.0
20/03/2023 0:00,SE500G24P,50,154,204,500,465.333,0.0,878.0
20/03/2023 0:00,SE200G24P,17,37,29,200,35.0,0.0,263.0
21/03/2023 0:00,POV005L04P,38,66,64,700,789.0,915.0,1340.0
21/03/2023 0:00,ATN01K24P,75,219,716,1025,1829.0,1415.0,1451.583
21/03/2023 0:00,SE500G24P,50,154,204,200,604.0,540.0,432.5
22/03/2023 0:00,SOS005L04P,153,226,957,12609,15609.25,11148.0,14527.0
22/03/2023 0:00,SOS003L04P,91,146,375,1252,2242.0,1716.0,2431.0
22/03/2023 0:00,SOS001L12P,142,213,861,12014,11893.57998,12299.0,12264.0
22/03/2023 0:00,SOS500M24P,119,184,568,4369,2820.167029,379.0,4572.0
22/03/2023 0:00,POV005L04P,38,66,64,200,933.0,980.0,952.0
22/03/2023 0:00,POV002L09P,61,103,153,951,1830.0,1780.0,1357.0
23/03/2023 0:00,SOS005L04P,153,226,957,16551,13002.0,12569.0,17232.5
23/03/2023 0:00,SOS003L04P,91,146,375,2572,1708.0,1320.0,2796.0
23/03/2023 0:00,SOS002L09P,126,195,896,12797,10779.44197,11076.44,13366.77693
23/03/2023 0:00,SOS001L12P,142,213,861,12386,12582.0,13036.0,16164.58297
23/03/2023 0:00,POV005L04P,38,66,64,1300,315.0,180.0,1500.0
23/03/2023 0:00,POV002L09P,61,103,153,1500,855.0,695.0,2171.0
23/03/2023 0:00,POV001L24P,92,153,222,3377,1555.0,2085.0,5664.0
23/03/2023 0:00,ATN01K24P,75,219,716,2000,893.665,1095.0,2678.583
23/03/2023 0:00,MAR02K12P,8,22,42,12,47.0,50.0,56.0
23/03/2023 0:00,MAR01K24P,51,148,309,1010,376.0,145.0,1803.833
23/03/2023 0:00,SE500G24P,50,154,204,500,247.0,460.0,611.0
25/03/2023 0:00,MASR025K,14,28,24,100,44.0,0.0,100.0
27/03/2023 0:00,SOS005L04P,153,226,957,9000,5041.0,7783.0,15551.0
27/03/2023 0:00,SOS002L09P,126,195,896,4220,3243.0,4065.0,13149.66999
27/03/2023 0:00,SOS001L12P,142,213,861,6649,7309.832971,8390.0,15930.33297
27/03/2023 0:00,SOS500M24P,119,184,568,3000,3150.0,6835.0,7344.0
27/03/2023 0:00,POV001L24P,92,153,222,791,1527.0,1490.0,6067.0
27/03/2023 0:00,POV500M24P,74,122,152,700,1201.0,1265.0,3234.0
27/03/2023 0:00,POP500M24P,83,142,114,305,593.0,400.0,364.0
27/03/2023 0:00,ATN01K24P,75,219,716,502,1143.0,100.0,2745.0
27/03/2023 0:00,MAR01K24P,51,148,309,464,376.0,50.0,1883.0
27/03/2023 0:00,SE500G24P,50,154,204,220,433.0,0.0,1295.0
27/03/2023 0:00,SE200G24P,17,37,29,50,165.0,20.0,434.0
28/03/2023 0:00,SOS005L04P,153,226,957,13084,10454.0,9720.0,13891.0
28/03/2023 0:00,SOS002L09P,126,195,896,7055,8461.116002,5314.0,11503.71999
28/03/2023 0:00,SOS001L12P,142,213,861,12793,9986.245018,13058.333,17396.41105
28/03/2023 0:00,POP500M24P,83,142,114,504,228.0,353.0,758.0
28/03/2023 0:00,MASR025K,14,28,24,3,51.0,50.0,10.0
28/03/2023 0:00,SE500G24P,50,154,204,500,592.0,245.0,817.0
29/03/2023 0:00,ATN01K24P,75,219,716,1000,1363.666,2460.0,1034.0
29/03/2023 0:00,MAHS025K,6,19,10,5,0.0,30.0,15.0
29/03/2023 0:00,SE500G24P,50,154,204,130,224.0,625.0,617.0
29/03/2023 0:00,SE200G24P,17,37,29,4,20.0,94.0,40.0
02/04/2023 0:00,SOS005L04P,153,226,957,9004,2442.0,16085.0,11057.75
02/04/2023 0:00,SOS001L12P,142,213,861,12000,3618.249004,7786.0,12069.66304
02/04/2023 0:00,POV001L24P,92,153,222,2000,678.0,4870.0,3632.0
02/04/2023 0:00,POV500M24P,74,122,152,703,435.0,755.0,2261.0
02/04/2023 0:00,POP500M24P,83,142,114,301,198.0,470.0,505.0
02/04/2023 0:00,POPF01L12P,23,36,36,514,55.0,105.0,900.0
02/04/2023 0:00,ATN02K12P,31,93,125,7,66.0,0.0,158.0
02/04/2023 0:00,ATN01K24P,75,219,716,1000,1556.458,940.0,1579.833
02/04/2023 0:00,SE500G24P,50,154,204,500,725.0,320.0,809.666
03/04/2023 0:00,SOS005L04P,153,226,957,8004,10108.0,10304.0,9555.0
03/04/2023 0:00,POV001L24P,92,153,222,2003,3174.0,3644.0,2205.0
03/04/2023 0:00,ATN01K24P,75,219,716,1000,2997.666,2411.666,3577.334
03/04/2023 0:00,MAR01K24P,51,148,309,614,1249.666,271.666,1140.0
03/04/2023 0:00,SE500G24P,50,154,204,500,950.666,511.666,1215.0
04/04/2023 0:00,SOS002L09P,126,195,896,4001,8469.887983,3557.0,5416.997947
04/04/2023 0:00,SOS001L12P,142,213,861,8973,11943.41603,10003.0,14973.49611
04/04/2023 0:00,SOS500M24P,119,184,568,2824,4670.0,3124.0,3322.0
04/04/2023 0:00,POV001L24P,92,153,222,1970,2330.0,1700.0,2759.0
04/04/2023 0:00,POP002L09P,53,88,84,1,321.0,110.0,205.0
04/04/2023 0:00,AT5X5K,43,121,168,1200,1135.2,1190.0,1386.0
04/04/2023 0:00,ATN01K24P,75,219,716,2500,1681.626,1230.0,2698.541
04/04/2023 0:00,MAR01K24P,51,148,309,1110,555.25,905.0,1732.291
04/04/2023 0:00,SE500G24P,50,154,204,1000,737.333,688.0,1307.416
05/04/2023 0:00,SOS002L09P,126,195,896,4088,4515.11099,2146.0,5281.221014
05/04/2023 0:00,ATN01K24P,75,219,716,1000,2447.0,2519.0,2284.0
05/04/2023 0:00,MAR01K24P,51,148,309,500,1044.0,142.0,1037.0
05/04/2023 0:00,SE500G24P,50,154,204,500,307.0,1297.0,1010.0
06/04/2023 0:00,SOS005L04P,153,226,957,11312,7618.25,9741.0,11791.0
06/04/2023 0:00,SOS003L04P,91,146,375,1295,1752.8,1480.0,2203.75
06/04/2023 0:00,SOS001L12P,142,213,861,11287,11034.99909,13837.0,13864.41504
06/04/2023 0:00,POV005L04P,38,66,64,801,830.0,1070.0,1108.0
06/04/2023 0:00,POV001L24P,92,153,222,3884,2020.0,2607.0,3895.0
06/04/2023 0:00,POV500M24P,74,122,152,506,849.0,1355.0,2063.0
06/04/2023 0:00,MAHS025K,6,19,10,150,0.0,0.0,250.0
08/04/2023 0:00,SOS008L02P,52,92,78,3,203.0,320.0,72.0
08/04/2023 0:00,SOS003L04P,91,146,375,678,1347.75,2660.0,700.0
08/04/2023 0:00,POV002L09P,61,103,153,4,898.0,610.0,115.0
08/04/2023 0:00,POP002L09P,53,88,84,1,240.0,245.0,94.0
08/04/2023 0:00,MASR025K,14,28,24,150,20.0,20.0,410.0
09/04/2023 0:00,SOS005L04P,153,226,957,13000,6300.0,8286.0,15870.5
09/04/2023 0:00,SOS003L04P,91,146,375,2306,838.0,1629.0,2635.0
09/04/2023 0:00,SOS002L09P,126,195,896,4216,4891.774879,3255.0,12983.55501
09/04/2023 0:00,SOS001L12P,142,213,861,8000,7282.581069,9190.0,19458.0
09/04/2023 0:00,SOS500M24P,119,184,568,3323,3150.0,3305.0,7122.0
09/04/2023 0:00,POV001L24P,92,153,222,3117,1349.0,1045.0,5675.0
09/04/2023 0:00,AT5X5K,43,121,168,500,140.0,55.0,1105.4
09/04/2023 0:00,ATN01K24P,75,219,716,1000,1614.167,1215.0,5116.292
09/04/2023 0:00,MAR01K24P,51,148,309,701,921.0,638.0,1715.5
09/04/2023 0:00,SE500G24P,50,154,204,500,468.667,753.0,1841.083
10/04/2023 0:00,SOS005L04P,153,226,957,7719,10373.0,6323.0,8336.5
10/04/2023 0:00,SOS002L09P,126,195,896,2964,6462.555012,4203.0,6724.554952
10/04/2023 0:00,SOS001L12P,142,213,861,10000,12500.33297,6196.0,10915.5
10/04/2023 0:00,POV500M24P,74,122,152,800,1290.0,865.0,1479.0
10/04/2023 0:00,POP500M24P,83,142,114,306,622.0,190.0,665.0
11/04/2023 0:00,SOS005L04P,153,226,957,7012,8937.0,5366.0,7919.5
11/04/2023 0:00,SOS002L09P,126,195,896,3050,5350.0,5010.0,7112.329952
11/04/2023 0:00,SOS001L12P,142,213,861,6199,13803.66703,8639.0,8967.337047
11/04/2023 0:00,AT5X5K,43,121,168,500,721.0,740.0,1567.0
11/04/2023 0:00,ATN01K24P,75,219,716,2500,2232.833,3277.0,5137.0
11/04/2023 0:00,MAR01K24P,51,148,309,1000,796.499,800.0,1948.208
12/04/2023 0:00,SOS008L02P,52,92,78,1211,197.0,63.0,1376.0
12/04/2023 0:00,SOS005L04P,153,226,957,4059,6926.75,5050.0,8547.5
12/04/2023 0:00,SOS002L09P,126,195,896,1506,4271.232005,2279.12,5627.219988
12/04/2023 0:00,SOS001L12P,142,213,861,8168,7604.170018,6953.0,12254.33406
12/04/2023 0:00,MAR01K24P,51,148,309,1500,1430.25,1560.0,1541.25
12/04/2023 0:00,MASR025K,14,28,24,200,0.0,200.0,466.0
12/04/2023 0:00,SE500G24P,50,154,204,600,1449.5,926.0,1261.5
13/04/2023 0:00,SOS005L04P,153,226,957,4065,8333.0,6874.0,14538.75
13/04/2023 0:00,SOS002L09P,126,195,896,3050,3208.989976,3082.77,9639.329952
13/04/2023 0:00,SOS001L12P,142,213,861,11061,11786.33406,10404.0,17552.33297
13/04/2023 0:00,SOS500M24P,119,184,568,1500,3286.0,2520.0,5084.542029
13/04/2023 0:00,POV001L24P,92,153,222,1000,2427.0,3021.0,4713.0
13/04/2023 0:00,AT5X5K,43,121,168,1000,816.0,1320.0,1573.0
13/04/2023 0:00,ATN02K12P,31,93,125,700,179.0,503.0,990.0
13/04/2023 0:00,ATN01K24P,75,219,716,4000,2056.0,2075.0,4215.0
13/04/2023 0:00,MAR02K12P,8,22,42,300,48.0,200.0,407.0
13/04/2023 0:00,MAR01K24P,51,148,309,1000,1371.0,1303.0,1328.41
13/04/2023 0:00,SE500G24P,50,154,204,500,675.0,820.0,1248.0
15/04/2023 0:00,SOS005L04P,153,226,957,4018,6539.75,3445.0,4415.5
15/04/2023 0:00,SOS002L09P,126,195,896,3033,2565.332971,2461.0,3370.0
16/04/2023 0:00,SOS005L04P,153,226,957,7021,6025.25,4981.25,11891.5
16/04/2023 0:00,SOS003L04P,91,146,375,2503,1496.5,1315.5,2826.666033
16/04/2023 0:00,SOS002L09P,126,195,896,2686,3125.996981,3337.777,9860.776993
16/04/2023 0:00,SOS001L12P,142,213,861,5000,7180.91404,7556.08,17235.74701
16/04/2023 0:00,SOS500M24P,119,184,568,2502,2145.666033,1695.666,6056.665036
16/04/2023 0:00,POV001L24P,92,153,222,3592,1668.0,1300.0,4148.0
16/04/2023 0:00,POP002L09P,53,88,84,203,419.0,100.0,547.0
16/04/2023 0:00,AT5X5K,43,121,168,500,1010.0,1060.0,4039.0
16/04/2023 0:00,ATN01K24P,75,219,716,2000,1759.0,5201.0,6565.243
16/04/2023 0:00,MAR02K12P,8,22,42,5,174.0,0.0,15.0
16/04/2023 0:00,MAR01K24P,51,148,309,620,165.0,1765.0,2194.125
16/04/2023 0:00,SE500G24P,50,154,204,500,496.167,1180.0,1373.16
17/04/2023 0:00,SOS005L04P,153,226,957,4046,8643.0,5471.0,8640.0
17/04/2023 0:00,SOS003L04P,91,146,375,2010,2206.666033,1281.666,2578.667029
17/04/2023 0:00,SOS002L09P,126,195,896,4525,5371.0,4520.0,6117.0
17/04/2023 0:00,SOS001L12P,142,213,861,8502,14228.24692,9584.33,10195.00109
17/04/2023 0:00,SOS500M24P,119,184,568,1053,4754.665036,2929.665,3860.667029
17/04/2023 0:00,POV001L24P,92,153,222,1503,3271.0,2275.0,3071.0
17/04/2023 0:00,POV500M24P,74,122,152,702,1858.0,1045.0,1332.0
17/04/2023 0:00,POP002L09P,53,88,84,3,162.0,129.0,396.0
17/04/2023 0:00,AT5X5K,43,121,168,2000,2380.8,2367.0,2169.0
17/04/2023 0:00,ATN02K12P,31,93,125,500,613.0,660.0,848.0
17/04/2023 0:00,ATN01K24P,75,219,716,5000,3378.0,1301.0,5853.0
17/04/2023 0:00,MAR01K24P,51,148,309,1000,1120.0,345.0,1221.0
17/04/2023 0:00,SE500G24P,50,154,204,700,1369.0,540.0,1156.0
18/04/2023 0:00,SOS500M24P,119,184,568,1051,3561.5,2478.0,3968.5
18/04/2023 0:00,POV001L24P,92,153,222,1459,3140.0,3283.0,1928.0
18/04/2023 0:00,AT5X5K,43,121,168,2500,1690.0,1335.0,2811.0
18/04/2023 0:00,ATN02K12P,31,93,125,300,614.833,267.0,1534.667
18/04/2023 0:00,ATN01K24P,75,219,716,5000,4630.833,3120.0,6147.0
19/04/2023 0:00,MAR02K12P,8,22,42,103,74.0,60.0,305.0
26/04/2023 0:00,SOS005L04P,153,226,957,2108,2280.0,5540.0,4237.0
26/04/2023 0:00,AT5X5K,43,121,168,800,1007.8,685.0,1671.0
26/04/2023 0:00,ATN02K12P,31,93,125,500,452.167,286.0,1334.0
26/04/2023 0:00,ATN01K24P,75,219,716,3000,1878.001,1890.0,5019.0
26/04/2023 0:00,MAR01K24P,51,148,309,500,597.0,960.0,703.0
26/04/2023 0:00,SE500G24P,50,154,204,500,264.5,150.0,881.0
27/04/2023 0:00,ATN02K12P,31,93,125,1000,733.0,809.0,1637.667
27/04/2023 0:00,ATN01K24P,75,219,716,5000,4196.0,5900.0,6103.5
27/04/2023 0:00,MASR025K,14,28,24,300,305.0,420.0,423.0
27/04/2023 0:00,SE500G24P,50,154,204,1000,400.0,1282.0,1223.917
27/04/2023 0:00,SE200G24P,17,37,29,1,11.0,30.0,117.0
29/04/2023 0:00,MAR02K12P,8,22,42,100,159.167,105.0,258.0
30/04/2023 0:00,POP005L04P,37,64,42,1,26.0,86.0,75.0
30/04/2023 0:00,AT5X5K,43,121,168,1000,1264.2,1076.0,1888.0
30/04/2023 0:00,ATN02K12P,31,93,125,1200,976.5,1570.0,1483.0
30/04/2023 0:00,ATN01K24P,75,219,716,2000,3070.0,1091.0,6795.083
30/04/2023 0:00,MAR01K24P,51,148,309,500,1117.0,445.0,1300.083
30/04/2023 0:00,SE500G24P,50,154,204,800,718.0,365.0,1220.333
02/05/2023 0:00,SOS500M24P,119,184,568,16,791.332971,50.0,2089.0
02/05/2023 0:00,AT5X5K,43,121,168,1000,156.0,150.0,3075.0
02/05/2023 0:00,ATN02K12P,31,93,125,1000,793.0,700.0,3269.0
02/05/2023 0:00,ATN01K24P,75,219,716,2500,2466.0,1288.0,13188.0
02/05/2023 0:00,MAR02K12P,8,22,42,300,75.0,0.0,838.0
02/05/2023 0:00,MAR01K24P,51,148,309,500,387.0,250.0,2133.0
03/05/2023 0:00,SOS002L09P,126,195,896,3,1008.887983,666.0,50.88798309
03/05/2023 0:00,POV500M24P,74,122,152,7,89.0,16.0,30.0
03/05/2023 0:00,AT5X5K,43,121,168,2500,2830.0,3135.0,4517.8
03/05/2023 0:00,ATN01K24P,75,219,716,6000,7751.334,5145.0,11744.54
03/05/2023 0:00,MAR01K24P,51,148,309,1000,1108.417,760.0,1727.457
03/05/2023 0:00,SE500G24P,50,154,204,1000,1111.0,1131.0,2044.917
04/05/2023 0:00,MASR025K,14,28,24,100,26.0,0.0,390.0
06/05/2023 0:00,SOS003L04P,91,146,375,1087,1841.0,711.0,2184.0
06/05/2023 0:00,SOS002L09P,126,195,896,2200,3125.0,3082.0,2558.11099
